,MiddleTeton21,NFTeton21,DeltaLake21,Gusher21,CloudveilDome21,QuadCreek21,S.Cascade21,WindCave21,SilverRun21,SFTeton21,Skillet21,Grizzly21,SAKBasin21,ASV_Code,Percent_ID,Taxa_ID
77,0,0,0,46,260,0,0,0,0,86,296,0,0,4143e5d52e95cd68529845a9bd3a3ded,92.248,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BIOUG26430-F08
172,0,0,0,0,0,0,0,0,0,0,0,0,43,23c729c3a963c7e8c25c42fb62a8594e,92.143,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Zapada;s_Zapada glacier
216,0,0,0,13,0,0,0,0,0,0,0,0,0,74f66e48f1447f60dd10e6fc2c823aba,92.143,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_;g_;s_Diptera sp. L16
230,0,0,0,0,0,6,0,0,0,0,0,0,0,b4e0315ecced347d3d3dacfbbc0bed29,92.105,k_Eukaryota;p_Arthropoda;c_Collembola;o_;f_;g_;s_Collembola sp. 018-1_Coll-14
107,0,0,148,0,0,0,0,0,0,0,0,0,0,2cbcfe368cfa062790f78c07c7e5e2dc,91.971,k_Eukaryota;p_Annelida;c_Clitellata;o_Enchytraeida;f_Enchytraeidae;g_Lumbricillus;s_Lumbricillus buelowi
98,166,0,0,0,0,0,0,0,0,0,0,32,0,e7ff5ebeea52ff58c01c0984be9bd9f1,91.667,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Empididae;g_Clinocera;s_Clinocera nivalis
108,143,0,0,0,0,0,0,0,0,0,0,0,0,ecc60878d56744339b28a2092bdc0527,91.667,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Culicidae;g_Anopheles;s_Anopheles peditaeniatus
116,0,0,130,0,0,0,0,0,0,0,0,0,0,d1a120a9bce00384d4df8a7c2613859e,91.667,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Tachinidae;g_Dichocera;s_Dichocera lyrata
139,0,0,0,0,0,0,80,0,0,0,0,0,0,5dd78dc225ff9c67377983cc1dd0225f,91.608,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Diamesinae sp. BOLD-2016
66,0,0,0,0,0,380,0,0,0,0,0,0,0,de55788f3695fc405a14a58fb0c7c505,91.603,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Orthocladius;s_Orthocladius sp. BOLD-2016
5,0,0,0,0,0,0,0,71,0,0,4,0,8203,705699d8e55f6bceb6d0481568dc8463,91.549,k_Eukaryota;p_Arthropoda;c_;o_;f_;g_;s_Arthropoda environmental sample
160,0,0,31,0,0,0,0,55,0,0,0,0,0,888545063080d91540d8c111e14d0b79,91.549,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys signata complex sp. A BG-2018
258,0,0,0,0,0,0,0,2,0,0,0,0,0,0183b250ffca69111f54a396731d5b10,91.2,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Zapada;s_Zapada sp. BIOUG20783-C06
145,0,0,21,0,20,4,0,0,0,0,72,0,0,50cb0eb0ad1cfbd7b4e58d828c7faf88,90.972,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Culicidae;g_Anopheles;s_Anopheles peryassui
56,0,77,0,0,0,0,0,0,0,0,54,437,0,0f2b1345631981b41d0e8fef543f713c,90.909,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Ablabesmyia;s_Ablabesmyia sp. SAM17.9.4
186,0,0,0,0,0,33,0,0,0,0,0,0,0,1f0c352a4af72a29cb9f458f9ea5f83b,90.78,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Culicidae;g_Anopheles;s_Anopheles bancroftii
27,0,0,74,0,0,0,0,0,0,0,1319,0,0,fe851746314bde16978eb6a275e30604,90.21,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Cricotopus;s_Cricotopus tremulus
149,0,0,0,0,0,68,0,0,0,0,0,0,0,de990a31810398bc6208f16646af87b0,89.781,k_Eukaryota;p_Arthropoda;c_Ostracoda;o_;f_;g_;s_Ostracoda sp. BIOUG09716-A01
72,0,0,0,0,0,330,0,0,0,0,0,0,0,ff79810dc4405ab43b01d3954b685360,89.583,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Drosophilidae;g_;s_Drosophilidae sp. BOLD-2016
128,0,0,0,0,0,0,0,0,0,0,0,0,97,a01d503391a4d1fd2a359021d5ff6826,88.194,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Paratanytarsus;s_Paratanytarsus dissimilis
231,0,0,0,0,0,0,6,0,0,0,0,0,0,861cefda60132936a55e1c1700779373,88.194,k_Eukaryota;p_Arthropoda;c_Collembola;o_Entomobryomorpha;f_Isotomidae;g_Isotomurus;s_Isotomurus sp. 11465D08_RUMP1101
247,0,0,0,0,0,0,0,0,0,0,0,4,0,e8152c8947eefacbc9e87a971b7de404,88.189,k_Eukaryota;p_Arthropoda;c_Collembola;o_Entomobryomorpha;f_Isotomidae;g_Folsomia;s_Folsomia quadrioculata
219,0,0,0,0,4,0,0,11,0,0,0,0,0,c910976e0b0e4524b3a4b55c498bcdde,87.681,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Procladius;s_Procladius sp. BIOUG31809-C11
227,0,0,0,0,0,0,0,0,8,0,0,0,0,0f14eeb24ffc2047e62e03b8541c665b,87.591,k_Eukaryota;p_Arthropoda;c_Ostracoda;o_Podocopida;f_Cyprididae;g_Bennelongia;s_Bennelongia tirigie
254,0,0,0,0,2,0,0,0,0,0,0,0,0,c272e06cc53095421ccbe0bd9ba935bb,86.26,k_Eukaryota;p_Arthropoda;c_Collembola;o_Entomobryomorpha;f_Entomobryidae;g_Heteromurus;s_Heteromurus nitidus
237,4,0,0,0,0,0,0,0,0,0,0,0,0,89949be9d75d7777cd54ba2c0e47756c,86.232,k_Eukaryota;p_Arthropoda;c_Hexanauplia;o_Harpacticoida;f_Leptopontiidae;g_Leptopontia;s_Leptopontia sp. DZMB015
250,0,0,0,0,0,0,0,0,0,0,0,3,0,593cae44d56dc1722c196aef26eb398a,86.111,k_Eukaryota;p_Arthropoda;c_Hexanauplia;o_Harpacticoida;f_Canthocamptidae;g_Elaphoidella;s_Elaphoidella gracilis
224,0,0,0,0,0,9,0,0,0,0,0,0,0,43b4a51b4ff488125cf7a431ea5a36dd,85.714,k_Eukaryota;p_Arthropoda;c_Ostracoda;o_Podocopida;f_Cyprididae;g_Bennelongia;s_Bennelongia kimberleyensis
148,0,0,0,0,68,0,0,0,0,0,0,0,0,6eafec499aa86f76ac5a1d3588f56f03,85.294,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Paranemoura;s_Paranemoura perfecta
208,0,0,0,0,0,18,0,0,0,0,0,0,0,20de61070a6f1ce022a817413291a9a0,85.211,k_Eukaryota;p_Arthropoda;c_Hexanauplia;o_Harpacticoida;f_Canthocamptidae;g_Attheyella;s_Attheyella crassa
