"ï»¿""Plot Title: 10767838""",,,,,,,,
#,"Date Time, GMT-06:00","Temp, Â°F (LGR S/N: 10767838, SEN S/N: 10767838)",,Coupler Detached (LGR S/N: 10767838),Coupler Attached (LGR S/N: 10767838),Host Connected (LGR S/N: 10767838),Stopped (LGR S/N: 10767838),End Of File (LGR S/N: 10767838)
4220,1/25/16 14:10,32.49,0.27,,,,,
4221,1/25/16 15:10,32.49,0.27,,,,,
4222,1/25/16 16:10,32.49,0.27,,,,,
4223,1/25/16 17:10,32.49,0.27,,,,,
4224,1/25/16 18:10,32.49,0.27,,,,,
4225,1/25/16 19:10,32.49,0.27,,,,,
4226,1/25/16 20:10,32.49,0.27,,,,,
4227,1/25/16 21:10,32.49,0.27,,,,,
4228,1/25/16 22:10,32.49,0.27,,,,,
4229,1/25/16 23:10,32.49,0.27,,,,,
4230,1/26/16 0:10,32.49,0.27,,,,,
4231,1/26/16 1:10,32.49,0.27,,,,,
4232,1/26/16 2:10,32.49,0.27,,,,,
4233,1/26/16 3:10,32.49,0.27,,,,,
4234,1/26/16 4:10,32.49,0.27,,,,,
4235,1/26/16 5:10,32.49,0.27,,,,,
4236,1/26/16 6:10,32.49,0.27,,,,,
4237,1/26/16 7:10,32.49,0.27,,,,,
4238,1/26/16 8:10,32.49,0.27,,,,,
4239,1/26/16 9:10,32.49,0.27,,,,,
4240,1/26/16 10:10,32.49,0.27,,,,,
4241,1/26/16 11:10,32.49,0.27,,,,,
4242,1/26/16 12:10,32.49,0.27,,,,,
4243,1/26/16 13:10,32.49,0.27,,,,,
4244,1/26/16 14:10,32.49,0.27,,,,,
4245,1/26/16 15:10,32.49,0.27,,,,,
4246,1/26/16 16:10,32.49,0.27,,,,,
4247,1/26/16 17:10,32.49,0.27,,,,,
4248,1/26/16 18:10,32.49,0.27,,,,,
4249,1/26/16 19:10,32.49,0.27,,,,,
4250,1/26/16 20:10,32.49,0.27,,,,,
4251,1/26/16 21:10,32.49,0.27,,,,,
4252,1/26/16 22:10,32.49,0.27,,,,,
4253,1/26/16 23:10,32.49,0.27,,,,,
4254,1/27/16 0:10,32.49,0.27,,,,,
4255,1/27/16 1:10,32.49,0.27,,,,,
4256,1/27/16 2:10,32.49,0.27,,,,,
4257,1/27/16 3:10,32.49,0.27,,,,,
4258,1/27/16 4:10,32.49,0.27,,,,,
4259,1/27/16 5:10,32.49,0.27,,,,,
4260,1/27/16 6:10,32.49,0.27,,,,,
4261,1/27/16 7:10,32.49,0.27,,,,,
4262,1/27/16 8:10,32.49,0.27,,,,,
4263,1/27/16 9:10,32.49,0.27,,,,,
4264,1/27/16 10:10,32.49,0.27,,,,,
4265,1/27/16 11:10,32.49,0.27,,,,,
4266,1/27/16 12:10,32.49,0.27,,,,,
4267,1/27/16 13:10,32.49,0.27,,,,,
4268,1/27/16 14:10,32.49,0.27,,,,,
4269,1/27/16 15:10,32.49,0.27,,,,,
4270,1/27/16 16:10,32.49,0.27,,,,,
4271,1/27/16 17:10,32.49,0.27,,,,,
4272,1/27/16 18:10,32.49,0.27,,,,,
4273,1/27/16 19:10,32.49,0.27,,,,,
4274,1/27/16 20:10,32.49,0.27,,,,,
4275,1/27/16 21:10,32.49,0.27,,,,,
4276,1/27/16 22:10,32.49,0.27,,,,,
4277,1/27/16 23:10,32.49,0.27,,,,,
4278,1/28/16 0:10,32.49,0.27,,,,,
4279,1/28/16 1:10,32.49,0.27,,,,,
4280,1/28/16 2:10,32.49,0.27,,,,,
4281,1/28/16 3:10,32.49,0.27,,,,,
4282,1/28/16 4:10,32.49,0.27,,,,,
4283,1/28/16 5:10,32.49,0.27,,,,,
4284,1/28/16 6:10,32.49,0.27,,,,,
4285,1/28/16 7:10,32.49,0.27,,,,,
4286,1/28/16 8:10,32.49,0.27,,,,,
4287,1/28/16 9:10,32.49,0.27,,,,,
4288,1/28/16 10:10,32.49,0.27,,,,,
4289,1/28/16 11:10,32.49,0.27,,,,,
4290,1/28/16 12:10,32.49,0.27,,,,,
4291,1/28/16 13:10,32.49,0.27,,,,,
4292,1/28/16 14:10,32.49,0.27,,,,,
4293,1/28/16 15:10,32.49,0.27,,,,,
4294,1/28/16 16:10,32.49,0.27,,,,,
4295,1/28/16 17:10,32.49,0.27,,,,,
4296,1/28/16 18:10,32.49,0.27,,,,,
4297,1/28/16 19:10,32.49,0.27,,,,,
4298,1/28/16 20:10,32.49,0.27,,,,,
4299,1/28/16 21:10,32.49,0.27,,,,,
4300,1/28/16 22:10,32.49,0.27,,,,,
4301,1/28/16 23:10,32.49,0.27,,,,,
4302,1/29/16 0:10,32.49,0.27,,,,,
4303,1/29/16 1:10,32.49,0.27,,,,,
4304,1/29/16 2:10,32.49,0.27,,,,,
4305,1/29/16 3:10,32.49,0.27,,,,,
4306,1/29/16 4:10,32.49,0.27,,,,,
4307,1/29/16 5:10,32.49,0.27,,,,,
4308,1/29/16 6:10,32.49,0.27,,,,,
4309,1/29/16 7:10,32.49,0.27,,,,,
4310,1/29/16 8:10,32.49,0.27,,,,,
4311,1/29/16 9:10,32.49,0.27,,,,,
4312,1/29/16 10:10,32.49,0.27,,,,,
4313,1/29/16 11:10,32.49,0.27,,,,,
4314,1/29/16 12:10,32.49,0.27,,,,,
4315,1/29/16 13:10,32.49,0.27,,,,,
4316,1/29/16 14:10,32.49,0.27,,,,,
4317,1/29/16 15:10,32.44,0.25,,,,,
4318,1/29/16 16:10,32.44,0.25,,,,,
4319,1/29/16 17:10,32.44,0.25,,,,,
4320,1/29/16 18:10,32.44,0.25,,,,,
4321,1/29/16 19:10,32.44,0.25,,,,,
4322,1/29/16 20:10,32.44,0.25,,,,,
4323,1/29/16 21:10,32.44,0.25,,,,,
4324,1/29/16 22:10,32.44,0.25,,,,,
4325,1/29/16 23:10,32.44,0.25,,,,,
4326,1/30/16 0:10,32.44,0.25,,,,,
4327,1/30/16 1:10,32.44,0.25,,,,,
4328,1/30/16 2:10,32.44,0.25,,,,,
4329,1/30/16 3:10,32.49,0.27,,,,,
4330,1/30/16 4:10,32.49,0.27,,,,,
4331,1/30/16 5:10,32.49,0.27,,,,,
4332,1/30/16 6:10,32.49,0.27,,,,,
4333,1/30/16 7:10,32.49,0.27,,,,,
4334,1/30/16 8:10,32.49,0.27,,,,,
4335,1/30/16 9:10,32.49,0.27,,,,,
4336,1/30/16 10:10,32.49,0.27,,,,,
4337,1/30/16 11:10,32.49,0.27,,,,,
4338,1/30/16 12:10,32.49,0.27,,,,,
4339,1/30/16 13:10,32.49,0.27,,,,,
4340,1/30/16 14:10,32.49,0.27,,,,,
4341,1/30/16 15:10,32.49,0.27,,,,,
4342,1/30/16 16:10,32.49,0.27,,,,,
4343,1/30/16 17:10,32.49,0.27,,,,,
4344,1/30/16 18:10,32.49,0.27,,,,,
4345,1/30/16 19:10,32.54,0.30,,,,,
4346,1/30/16 20:10,32.54,0.30,,,,,
4347,1/30/16 21:10,32.49,0.27,,,,,
4348,1/30/16 22:10,32.49,0.27,,,,,
4349,1/30/16 23:10,32.49,0.27,,,,,
4350,1/31/16 0:10,32.49,0.27,,,,,
4351,1/31/16 1:10,32.49,0.27,,,,,
4352,1/31/16 2:10,32.49,0.27,,,,,
4353,1/31/16 3:10,32.49,0.27,,,,,
4354,1/31/16 4:10,32.49,0.27,,,,,
4355,1/31/16 5:10,32.49,0.27,,,,,
4356,1/31/16 6:10,32.49,0.27,,,,,
4357,1/31/16 7:10,32.49,0.27,,,,,
4358,1/31/16 8:10,32.49,0.27,,,,,
4359,1/31/16 9:10,32.49,0.27,,,,,
4360,1/31/16 10:10,32.49,0.27,,,,,
4361,1/31/16 11:10,32.49,0.27,,,,,
4362,1/31/16 12:10,32.49,0.27,,,,,
4363,1/31/16 13:10,32.49,0.27,,,,,
4364,1/31/16 14:10,32.49,0.27,,,,,
4365,1/31/16 15:10,32.49,0.27,,,,,
4366,1/31/16 16:10,32.49,0.27,,,,,
4367,1/31/16 17:10,32.49,0.27,,,,,
4368,1/31/16 18:10,32.49,0.27,,,,,
4369,1/31/16 19:10,32.49,0.27,,,,,
4370,1/31/16 20:10,32.49,0.27,,,,,
4371,1/31/16 21:10,32.49,0.27,,,,,
4372,1/31/16 22:10,32.49,0.27,,,,,
4373,1/31/16 23:10,32.49,0.27,,,,,
4374,2/1/16 0:10,32.49,0.27,,,,,
4375,2/1/16 1:10,32.49,0.27,,,,,
4376,2/1/16 2:10,32.49,0.27,,,,,
4377,2/1/16 3:10,32.49,0.27,,,,,
4378,2/1/16 4:10,32.49,0.27,,,,,
4379,2/1/16 5:10,32.49,0.27,,,,,
4380,2/1/16 6:10,32.49,0.27,,,,,
4381,2/1/16 7:10,32.49,0.27,,,,,
4382,2/1/16 8:10,32.49,0.27,,,,,
4383,2/1/16 9:10,32.49,0.27,,,,,
4384,2/1/16 10:10,32.49,0.27,,,,,
4385,2/1/16 11:10,32.49,0.27,,,,,
4386,2/1/16 12:10,32.49,0.27,,,,,
4387,2/1/16 13:10,32.49,0.27,,,,,
4388,2/1/16 14:10,32.49,0.27,,,,,
4389,2/1/16 15:10,32.49,0.27,,,,,
4390,2/1/16 16:10,32.49,0.27,,,,,
4391,2/1/16 17:10,32.49,0.27,,,,,
4392,2/1/16 18:10,32.49,0.27,,,,,
4393,2/1/16 19:10,32.49,0.27,,,,,
4394,2/1/16 20:10,32.49,0.27,,,,,
4395,2/1/16 21:10,32.49,0.27,,,,,
4396,2/1/16 22:10,32.49,0.27,,,,,
4397,2/1/16 23:10,32.49,0.27,,,,,
4398,2/2/16 0:10,32.49,0.27,,,,,
4399,2/2/16 1:10,32.49,0.27,,,,,
4400,2/2/16 2:10,32.49,0.27,,,,,
4401,2/2/16 3:10,32.49,0.27,,,,,
4402,2/2/16 4:10,32.49,0.27,,,,,
4403,2/2/16 5:10,32.49,0.27,,,,,
4404,2/2/16 6:10,32.49,0.27,,,,,
4405,2/2/16 7:10,32.49,0.27,,,,,
4406,2/2/16 8:10,32.49,0.27,,,,,
4407,2/2/16 9:10,32.49,0.27,,,,,
4408,2/2/16 10:10,32.49,0.27,,,,,
4409,2/2/16 11:10,32.49,0.27,,,,,
4410,2/2/16 12:10,32.49,0.27,,,,,
4411,2/2/16 13:10,32.49,0.27,,,,,
4412,2/2/16 14:10,32.49,0.27,,,,,
4413,2/2/16 15:10,32.49,0.27,,,,,
4414,2/2/16 16:10,32.49,0.27,,,,,
4415,2/2/16 17:10,32.49,0.27,,,,,
4416,2/2/16 18:10,32.49,0.27,,,,,
4417,2/2/16 19:10,32.49,0.27,,,,,
4418,2/2/16 20:10,32.49,0.27,,,,,
4419,2/2/16 21:10,32.49,0.27,,,,,
4420,2/2/16 22:10,32.49,0.27,,,,,
4421,2/2/16 23:10,32.49,0.27,,,,,
4422,2/3/16 0:10,32.49,0.27,,,,,
4423,2/3/16 1:10,32.49,0.27,,,,,
4424,2/3/16 2:10,32.49,0.27,,,,,
4425,2/3/16 3:10,32.49,0.27,,,,,
4426,2/3/16 4:10,32.49,0.27,,,,,
4427,2/3/16 5:10,32.49,0.27,,,,,
4428,2/3/16 6:10,32.49,0.27,,,,,
4429,2/3/16 7:10,32.49,0.27,,,,,
4430,2/3/16 8:10,32.49,0.27,,,,,
4431,2/3/16 9:10,32.49,0.27,,,,,
4432,2/3/16 10:10,32.49,0.27,,,,,
4433,2/3/16 11:10,32.49,0.27,,,,,
4434,2/3/16 12:10,32.49,0.27,,,,,
4435,2/3/16 13:10,32.49,0.27,,,,,
4436,2/3/16 14:10,32.49,0.27,,,,,
4437,2/3/16 15:10,32.49,0.27,,,,,
4438,2/3/16 16:10,32.49,0.27,,,,,
4439,2/3/16 17:10,32.49,0.27,,,,,
4440,2/3/16 18:10,32.49,0.27,,,,,
4441,2/3/16 19:10,32.49,0.27,,,,,
4442,2/3/16 20:10,32.49,0.27,,,,,
4443,2/3/16 21:10,32.49,0.27,,,,,
4444,2/3/16 22:10,32.49,0.27,,,,,
4445,2/3/16 23:10,32.49,0.27,,,,,
4446,2/4/16 0:10,32.49,0.27,,,,,
4447,2/4/16 1:10,32.49,0.27,,,,,
4448,2/4/16 2:10,32.49,0.27,,,,,
4449,2/4/16 3:10,32.49,0.27,,,,,
4450,2/4/16 4:10,32.49,0.27,,,,,
4451,2/4/16 5:10,32.49,0.27,,,,,
4452,2/4/16 6:10,32.49,0.27,,,,,
4453,2/4/16 7:10,32.49,0.27,,,,,
4454,2/4/16 8:10,32.49,0.27,,,,,
4455,2/4/16 9:10,32.49,0.27,,,,,
4456,2/4/16 10:10,32.49,0.27,,,,,
4457,2/4/16 11:10,32.49,0.27,,,,,
4458,2/4/16 12:10,32.49,0.27,,,,,
4459,2/4/16 13:10,32.49,0.27,,,,,
4460,2/4/16 14:10,32.49,0.27,,,,,
4461,2/4/16 15:10,32.49,0.27,,,,,
4462,2/4/16 16:10,32.49,0.27,,,,,
4463,2/4/16 17:10,32.49,0.27,,,,,
4464,2/4/16 18:10,32.49,0.27,,,,,
4465,2/4/16 19:10,32.49,0.27,,,,,
4466,2/4/16 20:10,32.49,0.27,,,,,
4467,2/4/16 21:10,32.49,0.27,,,,,
4468,2/4/16 22:10,32.49,0.27,,,,,
4469,2/4/16 23:10,32.49,0.27,,,,,
4470,2/5/16 0:10,32.49,0.27,,,,,
4471,2/5/16 1:10,32.49,0.27,,,,,
4472,2/5/16 2:10,32.49,0.27,,,,,
4473,2/5/16 3:10,32.49,0.27,,,,,
4474,2/5/16 4:10,32.49,0.27,,,,,
4475,2/5/16 5:10,32.49,0.27,,,,,
4476,2/5/16 6:10,32.49,0.27,,,,,
4477,2/5/16 7:10,32.49,0.27,,,,,
4478,2/5/16 8:10,32.49,0.27,,,,,
4479,2/5/16 9:10,32.49,0.27,,,,,
4480,2/5/16 10:10,32.49,0.27,,,,,
4481,2/5/16 11:10,32.49,0.27,,,,,
4482,2/5/16 12:10,32.49,0.27,,,,,
4483,2/5/16 13:10,32.49,0.27,,,,,
4484,2/5/16 14:10,32.49,0.27,,,,,
4485,2/5/16 15:10,32.49,0.27,,,,,
4486,2/5/16 16:10,32.49,0.27,,,,,
4487,2/5/16 17:10,32.49,0.27,,,,,
4488,2/5/16 18:10,32.49,0.27,,,,,
4489,2/5/16 19:10,32.49,0.27,,,,,
4490,2/5/16 20:10,32.49,0.27,,,,,
4491,2/5/16 21:10,32.49,0.27,,,,,
4492,2/5/16 22:10,32.49,0.27,,,,,
4493,2/5/16 23:10,32.49,0.27,,,,,
4494,2/6/16 0:10,32.49,0.27,,,,,
4495,2/6/16 1:10,32.49,0.27,,,,,
4496,2/6/16 2:10,32.49,0.27,,,,,
4497,2/6/16 3:10,32.49,0.27,,,,,
4498,2/6/16 4:10,32.49,0.27,,,,,
4499,2/6/16 5:10,32.49,0.27,,,,,
4500,2/6/16 6:10,32.49,0.27,,,,,
4501,2/6/16 7:10,32.49,0.27,,,,,
4502,2/6/16 8:10,32.49,0.27,,,,,
4503,2/6/16 9:10,32.49,0.27,,,,,
4504,2/6/16 10:10,32.49,0.27,,,,,
4505,2/6/16 11:10,32.49,0.27,,,,,
4506,2/6/16 12:10,32.49,0.27,,,,,
4507,2/6/16 13:10,32.49,0.27,,,,,
4508,2/6/16 14:10,32.49,0.27,,,,,
4509,2/6/16 15:10,32.49,0.27,,,,,
4510,2/6/16 16:10,32.49,0.27,,,,,
4511,2/6/16 17:10,32.49,0.27,,,,,
4512,2/6/16 18:10,32.49,0.27,,,,,
4513,2/6/16 19:10,32.49,0.27,,,,,
4514,2/6/16 20:10,32.49,0.27,,,,,
4515,2/6/16 21:10,32.49,0.27,,,,,
4516,2/6/16 22:10,32.49,0.27,,,,,
4517,2/6/16 23:10,32.49,0.27,,,,,
4518,2/7/16 0:10,32.49,0.27,,,,,
4519,2/7/16 1:10,32.49,0.27,,,,,
4520,2/7/16 2:10,32.49,0.27,,,,,
4521,2/7/16 3:10,32.49,0.27,,,,,
4522,2/7/16 4:10,32.49,0.27,,,,,
4523,2/7/16 5:10,32.49,0.27,,,,,
4524,2/7/16 6:10,32.49,0.27,,,,,
4525,2/7/16 7:10,32.49,0.27,,,,,
4526,2/7/16 8:10,32.49,0.27,,,,,
4527,2/7/16 9:10,32.49,0.27,,,,,
4528,2/7/16 10:10,32.49,0.27,,,,,
4529,2/7/16 11:10,32.49,0.27,,,,,
4530,2/7/16 12:10,32.49,0.27,,,,,
4531,2/7/16 13:10,32.49,0.27,,,,,
4532,2/7/16 14:10,32.49,0.27,,,,,
4533,2/7/16 15:10,32.49,0.27,,,,,
4534,2/7/16 16:10,32.49,0.27,,,,,
4535,2/7/16 17:10,32.49,0.27,,,,,
4536,2/7/16 18:10,32.49,0.27,,,,,
4537,2/7/16 19:10,32.49,0.27,,,,,
4538,2/7/16 20:10,32.49,0.27,,,,,
4539,2/7/16 21:10,32.49,0.27,,,,,
4540,2/7/16 22:10,32.49,0.27,,,,,
4541,2/7/16 23:10,32.49,0.27,,,,,
4542,2/8/16 0:10,32.49,0.27,,,,,
4543,2/8/16 1:10,32.49,0.27,,,,,
4544,2/8/16 2:10,32.49,0.27,,,,,
4545,2/8/16 3:10,32.49,0.27,,,,,
4546,2/8/16 4:10,32.49,0.27,,,,,
4547,2/8/16 5:10,32.54,0.30,,,,,
4548,2/8/16 6:10,32.54,0.30,,,,,
4549,2/8/16 7:10,32.49,0.27,,,,,
4550,2/8/16 8:10,32.49,0.27,,,,,
4551,2/8/16 9:10,32.49,0.27,,,,,
4552,2/8/16 10:10,32.54,0.30,,,,,
4553,2/8/16 11:10,32.54,0.30,,,,,
4554,2/8/16 12:10,32.49,0.27,,,,,
4555,2/8/16 13:10,32.54,0.30,,,,,
4556,2/8/16 14:10,32.54,0.30,,,,,
4557,2/8/16 15:10,32.54,0.30,,,,,
4558,2/8/16 16:10,32.54,0.30,,,,,
4559,2/8/16 17:10,32.54,0.30,,,,,
4560,2/8/16 18:10,32.54,0.30,,,,,
4561,2/8/16 19:10,32.54,0.30,,,,,
4562,2/8/16 20:10,32.54,0.30,,,,,
4563,2/8/16 21:10,32.54,0.30,,,,,
4564,2/8/16 22:10,32.54,0.30,,,,,
4565,2/8/16 23:10,32.54,0.30,,,,,
4566,2/9/16 0:10,32.54,0.30,,,,,
4567,2/9/16 1:10,32.54,0.30,,,,,
4568,2/9/16 2:10,32.54,0.30,,,,,
4569,2/9/16 3:10,32.54,0.30,,,,,
4570,2/9/16 4:10,32.54,0.30,,,,,
4571,2/9/16 5:10,32.54,0.30,,,,,
4572,2/9/16 6:10,32.54,0.30,,,,,
4573,2/9/16 7:10,32.54,0.30,,,,,
4574,2/9/16 8:10,32.54,0.30,,,,,
4575,2/9/16 9:10,32.54,0.30,,,,,
4576,2/9/16 10:10,32.54,0.30,,,,,
4577,2/9/16 11:10,32.54,0.30,,,,,
4578,2/9/16 12:10,32.54,0.30,,,,,
4579,2/9/16 13:10,32.54,0.30,,,,,
4580,2/9/16 14:10,32.54,0.30,,,,,
4581,2/9/16 15:10,32.54,0.30,,,,,
4582,2/9/16 16:10,32.54,0.30,,,,,
4583,2/9/16 17:10,32.54,0.30,,,,,
4584,2/9/16 18:10,32.54,0.30,,,,,
4585,2/9/16 19:10,32.54,0.30,,,,,
4586,2/9/16 20:10,32.54,0.30,,,,,
4587,2/9/16 21:10,32.54,0.30,,,,,
4588,2/9/16 22:10,32.54,0.30,,,,,
4589,2/9/16 23:10,32.54,0.30,,,,,
4590,2/10/16 0:10,32.54,0.30,,,,,
4591,2/10/16 1:10,32.54,0.30,,,,,
4592,2/10/16 2:10,32.54,0.30,,,,,
4593,2/10/16 3:10,32.54,0.30,,,,,
4594,2/10/16 4:10,32.54,0.30,,,,,
4595,2/10/16 5:10,32.54,0.30,,,,,
4596,2/10/16 6:10,32.54,0.30,,,,,
4597,2/10/16 7:10,32.54,0.30,,,,,
4598,2/10/16 8:10,32.54,0.30,,,,,
4599,2/10/16 9:10,32.54,0.30,,,,,
4600,2/10/16 10:10,32.54,0.30,,,,,
4601,2/10/16 11:10,32.54,0.30,,,,,
4602,2/10/16 12:10,32.54,0.30,,,,,
4603,2/10/16 13:10,32.54,0.30,,,,,
4604,2/10/16 14:10,32.54,0.30,,,,,
4605,2/10/16 15:10,32.54,0.30,,,,,
4606,2/10/16 16:10,32.54,0.30,,,,,
4607,2/10/16 17:10,32.54,0.30,,,,,
4608,2/10/16 18:10,32.54,0.30,,,,,
4609,2/10/16 19:10,32.54,0.30,,,,,
4610,2/10/16 20:10,32.54,0.30,,,,,
4611,2/10/16 21:10,32.54,0.30,,,,,
4612,2/10/16 22:10,32.54,0.30,,,,,
4613,2/10/16 23:10,32.54,0.30,,,,,
4614,2/11/16 0:10,32.54,0.30,,,,,
4615,2/11/16 1:10,32.54,0.30,,,,,
4616,2/11/16 2:10,32.54,0.30,,,,,
4617,2/11/16 3:10,32.54,0.30,,,,,
4618,2/11/16 4:10,32.54,0.30,,,,,
4619,2/11/16 5:10,32.54,0.30,,,,,
4620,2/11/16 6:10,32.54,0.30,,,,,
4621,2/11/16 7:10,32.54,0.30,,,,,
4622,2/11/16 8:10,32.54,0.30,,,,,
4623,2/11/16 9:10,32.54,0.30,,,,,
4624,2/11/16 10:10,32.54,0.30,,,,,
4625,2/11/16 11:10,32.54,0.30,,,,,
4626,2/11/16 12:10,32.54,0.30,,,,,
4627,2/11/16 13:10,32.54,0.30,,,,,
4628,2/11/16 14:10,32.54,0.30,,,,,
4629,2/11/16 15:10,32.54,0.30,,,,,
4630,2/11/16 16:10,32.54,0.30,,,,,
4631,2/11/16 17:10,32.54,0.30,,,,,
4632,2/11/16 18:10,32.54,0.30,,,,,
4633,2/11/16 19:10,32.54,0.30,,,,,
4634,2/11/16 20:10,32.54,0.30,,,,,
4635,2/11/16 21:10,32.54,0.30,,,,,
4636,2/11/16 22:10,32.54,0.30,,,,,
4637,2/11/16 23:10,32.54,0.30,,,,,
4638,2/12/16 0:10,32.54,0.30,,,,,
4639,2/12/16 1:10,32.54,0.30,,,,,
4640,2/12/16 2:10,32.54,0.30,,,,,
4641,2/12/16 3:10,32.54,0.30,,,,,
4642,2/12/16 4:10,32.54,0.30,,,,,
4643,2/12/16 5:10,32.54,0.30,,,,,
4644,2/12/16 6:10,32.54,0.30,,,,,
4645,2/12/16 7:10,32.54,0.30,,,,,
4646,2/12/16 8:10,32.54,0.30,,,,,
4647,2/12/16 9:10,32.54,0.30,,,,,
4648,2/12/16 10:10,32.54,0.30,,,,,
4649,2/12/16 11:10,32.54,0.30,,,,,
4650,2/12/16 12:10,32.54,0.30,,,,,
4651,2/12/16 13:10,32.54,0.30,,,,,
4652,2/12/16 14:10,32.54,0.30,,,,,
4653,2/12/16 15:10,32.54,0.30,,,,,
4654,2/12/16 16:10,32.54,0.30,,,,,
4655,2/12/16 17:10,32.54,0.30,,,,,
4656,2/12/16 18:10,32.54,0.30,,,,,
4657,2/12/16 19:10,32.54,0.30,,,,,
4658,2/12/16 20:10,32.54,0.30,,,,,
4659,2/12/16 21:10,32.54,0.30,,,,,
4660,2/12/16 22:10,32.54,0.30,,,,,
4661,2/12/16 23:10,32.54,0.30,,,,,
4662,2/13/16 0:10,32.54,0.30,,,,,
4663,2/13/16 1:10,32.54,0.30,,,,,
4664,2/13/16 2:10,32.54,0.30,,,,,
4665,2/13/16 3:10,32.54,0.30,,,,,
4666,2/13/16 4:10,32.54,0.30,,,,,
4667,2/13/16 5:10,32.54,0.30,,,,,
4668,2/13/16 6:10,32.54,0.30,,,,,
4669,2/13/16 7:10,32.54,0.30,,,,,
4670,2/13/16 8:10,32.54,0.30,,,,,
4671,2/13/16 9:10,32.54,0.30,,,,,
4672,2/13/16 10:10,32.54,0.30,,,,,
4673,2/13/16 11:10,32.54,0.30,,,,,
4674,2/13/16 12:10,32.54,0.30,,,,,
4675,2/13/16 13:10,32.49,0.27,,,,,
4676,2/13/16 14:10,32.49,0.27,,,,,
4677,2/13/16 15:10,32.54,0.30,,,,,
4678,2/13/16 16:10,32.54,0.30,,,,,
4679,2/13/16 17:10,32.49,0.27,,,,,
4680,2/13/16 18:10,32.54,0.30,,,,,
4681,2/13/16 19:10,32.54,0.30,,,,,
4682,2/13/16 20:10,32.54,0.30,,,,,
4683,2/13/16 21:10,32.54,0.30,,,,,
4684,2/13/16 22:10,32.54,0.30,,,,,
4685,2/13/16 23:10,32.54,0.30,,,,,
4686,2/14/16 0:10,32.54,0.30,,,,,
4687,2/14/16 1:10,32.54,0.30,,,,,
4688,2/14/16 2:10,32.54,0.30,,,,,
4689,2/14/16 3:10,32.54,0.30,,,,,
4690,2/14/16 4:10,32.54,0.30,,,,,
4691,2/14/16 5:10,32.54,0.30,,,,,
4692,2/14/16 6:10,32.54,0.30,,,,,
4693,2/14/16 7:10,32.54,0.30,,,,,
4694,2/14/16 8:10,32.54,0.30,,,,,
4695,2/14/16 9:10,32.54,0.30,,,,,
4696,2/14/16 10:10,32.54,0.30,,,,,
4697,2/14/16 11:10,32.54,0.30,,,,,
4698,2/14/16 12:10,32.54,0.30,,,,,
4699,2/14/16 13:10,32.54,0.30,,,,,
4700,2/14/16 14:10,32.54,0.30,,,,,
4701,2/14/16 15:10,32.54,0.30,,,,,
4702,2/14/16 16:10,32.54,0.30,,,,,
4703,2/14/16 17:10,32.49,0.27,,,,,
4704,2/14/16 18:10,32.54,0.30,,,,,
4705,2/14/16 19:10,32.54,0.30,,,,,
4706,2/14/16 20:10,32.54,0.30,,,,,
4707,2/14/16 21:10,32.54,0.30,,,,,
4708,2/14/16 22:10,32.54,0.30,,,,,
4709,2/14/16 23:10,32.54,0.30,,,,,
4710,2/15/16 0:10,32.54,0.30,,,,,
4711,2/15/16 1:10,32.54,0.30,,,,,
4712,2/15/16 2:10,32.54,0.30,,,,,
4713,2/15/16 3:10,32.54,0.30,,,,,
4714,2/15/16 4:10,32.54,0.30,,,,,
4715,2/15/16 5:10,32.54,0.30,,,,,
4716,2/15/16 6:10,32.39,0.22,,,,,
4717,2/15/16 7:10,32.44,0.25,,,,,
4718,2/15/16 8:10,32.44,0.25,,,,,
4719,2/15/16 9:10,32.44,0.25,,,,,
4720,2/15/16 10:10,32.49,0.27,,,,,
4721,2/15/16 11:10,32.49,0.27,,,,,
4722,2/15/16 12:10,32.49,0.27,,,,,
4723,2/15/16 13:10,32.49,0.27,,,,,
4724,2/15/16 14:10,32.49,0.27,,,,,
4725,2/15/16 15:10,32.49,0.27,,,,,
4726,2/15/16 16:10,32.49,0.27,,,,,
4727,2/15/16 17:10,32.49,0.27,,,,,
4728,2/15/16 18:10,32.49,0.27,,,,,
4729,2/15/16 19:10,32.49,0.27,,,,,
4730,2/15/16 20:10,32.49,0.27,,,,,
4731,2/15/16 21:10,32.49,0.27,,,,,
4732,2/15/16 22:10,32.49,0.27,,,,,
4733,2/15/16 23:10,32.49,0.27,,,,,
4734,2/16/16 0:10,32.54,0.30,,,,,
4735,2/16/16 1:10,32.54,0.30,,,,,
4736,2/16/16 2:10,32.54,0.30,,,,,
4737,2/16/16 3:10,32.54,0.30,,,,,
4738,2/16/16 4:10,32.54,0.30,,,,,
4739,2/16/16 5:10,32.54,0.30,,,,,
4740,2/16/16 6:10,32.54,0.30,,,,,
4741,2/16/16 7:10,32.54,0.30,,,,,
4742,2/16/16 8:10,32.54,0.30,,,,,
4743,2/16/16 9:10,32.54,0.30,,,,,
4744,2/16/16 10:10,32.54,0.30,,,,,
4745,2/16/16 11:10,32.49,0.27,,,,,
4746,2/16/16 12:10,32.54,0.30,,,,,
4747,2/16/16 13:10,32.54,0.30,,,,,
4748,2/16/16 14:10,32.54,0.30,,,,,
4749,2/16/16 15:10,32.54,0.30,,,,,
4750,2/16/16 16:10,32.54,0.30,,,,,
