Year,Date,Range,Sampler,Stream,Rep,Fraction,Subsample,Taxa,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,MeanLength(mm),IndBiomass(mg/ind),Subsample,Abundance ,Density,Biomass (mg/m2),Stage,Notes,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Small,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Small,1,Prosimuliium,6.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Small,1,Collembola,1,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Small,1,Baetis,3,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Small,1,Zapada,4,3.5,3,2,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Large,1,Non-Tanypodinae,3,7,6,6,8,2,4,4,10,8.5,9,7,5,2,10,4,3,4,2,3,,,,95,1023,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Large,1,Baetis,5,6,7,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Large,1,Oligochaeta,2.5,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,0.25,0.25,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Small,1,Non-Tanypodinae,3.5,2.25,2,3,2,2,3,4,3,2.5,3,3.5,2,2.5,2,2,3,3,3.5,2,,,,659,7094,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Small,1,Oligochaeta,2,4,3,3,2,3,2,4,3.5,2,2,2,3,2,3.5,3,3,2,2.5,3,,,,80,861,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Small,1,Staphylinidae,1,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,8,86,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Small,1,Dicranota,10,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Small,1,Prosimuliium,2,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,3,Small,1,Collembola,1,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,1,Large,1,Non-Tanypodinae,6.5,4,4,6,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,1,Small,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,4,43,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,1,Small,1,Non-Tanypodinae,5,3,3,2.5,2,1.25,1.75,1.5,2.75,2,3,1.5,1.5,3.5,1,2,3,3,2.5,3,,,,49,527,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,1,Small,1,Oligochaeta,3.5,3,2,2,,,,,,,,,,,,,,,,,,,,4,43,,,,0.25,0.25,0.25,0.25,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,2,Large,1,Non-Tanypodinae,9.5,4,9,4.5,12,8,11,7.5,11.5,8,6,5,13.5,5,3,9,3,3,4,7.5,,,,30,323,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,2,Large,1,Oligochaeta,5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0.25,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,2,Large,1,Prosimuliium,6,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,2,Large,1,Muscidae,8,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,2,Small,1,Clinocera,5.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,2,Small,1,Oligochaeta,6,3.5,4,4.5,3.5,3.5,6,6,4.5,3,2.5,3,3.5,,,,,,,,,,,13,140,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,2,Small,1,Non-Tanypodinae,3,3.5,2.5,2.5,3,2.5,2.5,2.5,2.5,3,2.5,2,2,1.5,2,2,1.5,2,2.5,3,,,,163,1755,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,3,Large,1,Muscidae,7,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,3,Large,1,Non-Tanypodinae,8,11,8,7,5,13,8,12,7,7,10,6,6,3,5,10,7.5,2.5,6.5,7,,,,38,409,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,3,Large,1,Prosimuliium,5,5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,3,Large,1,Oligochaeta,5.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0.25,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,3,Small,1,Non-Tanypodinae,5,3,2.5,2.5,2.5,3.5,3,3.5,3.5,2,2,4.5,3.5,1.75,1.5,3,2,2,2.5,3,,,,236,2540,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,3,Small,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Paintbrush RG,3,Small,1,Oligochaeta,5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0.25,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,1,Large,1,Dicranota,11,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,1,Large,1,Non-Tanypodinae,6,4,6,7,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,1,Large,1,Rhyacophila Alberta Group,12,14,13,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,1,Small,1,Non-Tanypodinae,3,1.5,2,3,2,2.25,2.25,1,1,4,1.5,1,1.75,1.5,3,2,4,1.75,2,3,,,,35,377,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,1,Small,1,Collembola,1.25,1.25,1.5,1,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,1,Small,1,Oligochaeta,4,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0.25,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Large,1,Rhyacophila Alberta Group,12,13,15,14,15,15,12,15,13,15,14,13,,,,,,,,,,,,12,129,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Large,1,Non-Tanypodinae,3,7,5,6,6.5,8,8,1.5,7,4.5,6,7,6.5,5,8,5,,,,,,,,16,172,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Large,1,Oligochaeta,3,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0.25,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Large,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Oligochaeta,3,2.75,,,,,,,,,,,,,,,,,,,,,,2,22,,,,0.25,0.25,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Non-Tanypodinae,1,1.5,2,1.75,6.5,2.5,4,2,1,4,1,2,2,2.5,3,3.5,1.5,2.5,2,2,,,,103,1109,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Acari,1,0.5,1,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Prosimuliium,2,2.5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Collembola,1.5,1.25,1.5,1.5,1,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,3,32,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,2,Small,1,Staphylinidae,1.75,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Large,1,Rhyacophila Alberta Group,12,16,13,12,12,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Large,1,Prosimuliium,7,5.5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Large,1,Non-Tanypodinae,5.25,3.5,3,3,2,2.5,7.5,6,8,3.5,5,4,2,7,7.5,6,6,1,1.5,6,,,,31,334,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Large,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Small,1,Non-Tanypodinae,2.5,3.5,5,2,1.5,2.5,2,2,2,1.5,2,3.25,2,3.5,3,2.5,2.5,2,2,2.25,,,,39,420,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Small,1,Ostracoda,1,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Small,1,Acari,1,0.5,1,0.5,1.25,0.5,1,1,1.25,1,1.25,1.25,,,,,,,,,,,,12,129,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,7,75,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Small,1,Diptera,3,,,,,,,,,,,,,,,,,,,,,,,1,11,,,unknown,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Small,1,Collembola,1.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Grizzly,3,Small,1,Oligochaeta,2.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0.25,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Zapada,6.5,6,6.5,6,7.5,4,7,5.5,6.5,6,6,5.5,6.5,6,6.5,6,6.5,7.5,6,7,,,,30,323,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Lednia,5,5.5,5,5.5,5.5,5.5,5.5,5,5.5,5.5,6,5,5.5,5.5,5.5,6,5,5.5,6,5.5,,,,31,334,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Non-Tanypodinae,6,6,6,8,9,3,8,6,2.5,6,5.5,7,3,9,7,8,4,10,6,5,,,,38,409,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Megarcys,6,5,6,6,6,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Baetis,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Dicranota,8,13,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Allomyia,5,7,,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Rhyacophila Brunnea Group,6,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Rhyacophila Vetina Group,9,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Large,1,Neothremma,6,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Small,1,Zapada,2.5,3.5,1.75,3,3,3.5,6.5,4.5,3.5,3,1.5,5,6,4,2.5,3,2,2.5,5,3.5,,,,23,248,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Small,1,Lednia,4,5,5,5.5,5.5,5,4.5,4,5,5.5,6,5.5,4,6,5.5,4.5,5.5,4,6,5,,,,23,248,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Small,1,Non-Tanypodinae,2,3,2.5,2.5,4,5,5,2,2,2.5,2.5,6,3,1.5,3.5,6,4.5,2.5,2,5,,,,342,3681,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,14,151,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Small,1,Clinocera,4,4,3.5,3.5,3.5,3,4.5,4.5,2.5,2,4,3,4,3,4,3.5,,,,,,,,16,172,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Small,1,Baetis,4,4,1.5,5,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Small,1,Acari,1,1,1,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,1,Small,1,Allomyia,3,2,3,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Large,1,Zapada,5,5.5,6,6,5,7,5,6.5,5.5,4,6,6,6,7,6,4,7,5,6,6,,,,42,452,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Large,1,Lednia,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,7,75,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Large,1,Non-Tanypodinae,8,3,5,6,1.5,9,9,7,4,4,7,4,7,10,9,2,2.5,8,5,7,,,,122,1313,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Large,1,Allomyia,8,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Large,1,Baetis 2,6,5,,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Large,1,Megarcys,6.5,6,6.5,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Large,1,Dicranota,7.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Large,1,Rhyacophila Brunnea Group,8.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Non-Tanypodinae,3.5,2,1.5,3,3,2,1.5,2,3,2,3,2,4,5,3,3,2.5,2,5,3.5,,,,534,5748,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Zapada,5.5,3.5,4,2,2,2,3,1.5,4,1.5,1.5,1.5,4.5,6.5,1,2,1.5,4,1.5,3,,,,30,323,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Lednia,5,5,5,4,4.5,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,32,344,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Baetis 2,2.5,4,4,6.5,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Acari,1,1,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Prosimuliium,4.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Allomyia,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Oligochaeta,2.5,1.5,3,,,,,,,,,,,,,,,,,,,,,3,32,,,,0.25,0.25,0.25,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Baetis,2.5,3.5,2,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,2,Small,1,Rhyacophila Atrata Complex,3.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Large,1,Zapada,6.5,8,3.5,6.5,6,6,8,2.5,7.5,6.5,7,7,7,6,7,7,5,7,3.5,5,,,,31,334,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Large,1,Lednia,4,5,5,5,5.5,4.5,4.5,5,5,5.5,5,,,,,,,,,,,,,11,118,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Large,1,Non-Tanypodinae,4,4.5,7,5,5,7,5,6,3,3,4.5,4,5.5,8,6,8,4.5,8,6,6,,,,111,1195,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Large,1,Prosimuliium,5.5,5.5,4.5,5,7,3.5,8,6,5,6,6,7,,,,,,,,,,,,12,129,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Large,1,Dicranota,4,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Large,1,Baetis 2,6,5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Large,1,Megarcys,9,6,7,6,6.5,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Large,1,Rhyacophila Brunnea Group,14,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Large,1,Homophylax,12.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Small,1,Non-Tanypodinae,2,2.5,2,2.5,6,1,2,4,3,4.5,4.5,4,2,2,2.5,3.5,4,4,1.5,3,,,,527,5673,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Small,1,Zapada,3,4,3,4.5,4,4,1.5,2,1.5,6.5,4,3,3,2,4,2,3.5,2,1.5,1.5,,,,32,344,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,94,1012,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Small,1,Prosimuliium,5,5.5,5,4,6,4,4.5,4.5,3,4.5,4.5,6,4,,,,,,,,,,,13,140,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Small,1,Baetis 2,3.5,5,5,5,5,3.5,4,5.5,4.5,3,5,5,2,5,3.5,4,,,,,,,,16,172,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Small,1,Allomyia,2,2.5,1.5,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,The Gusher,3,Small,1,Clinocera,4,3,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
