Stream,Name,Type,Site ,Year,Date,Area,Fraction,Sampler,NoSurbers,Rep,Taxa,Biomass,Abundance ,Density,Stage
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Probezzia,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Chironomidae,3.04,13,187,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Dixella,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Clinocera,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Oreogeton,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Helodon,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Prosimulium,7.8,6,86,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Simuliidae,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Dicranota,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Ormosia,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Paradelphomyia,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Tipula,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Baetis,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Drunella ,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Cinygmula,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Epeorus,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Rhithrogena,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Macroveliidae,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Pentacora,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Nematoda,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Alloperla,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Suwallia,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Sweltsa,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Lednia,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Zapada,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Megarcys,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Megarcys2,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Allomyia,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Homophylax,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Psychoglypha,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Rhyacophila ,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Trichoptera,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,upper,2016,26-Jul-16,GTNP,sm,surber,6,,Turbellaria,0,0,0,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,1,Allomyia,0.47,1,11,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,2,Cinygmula,11.8,1,11,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,3,Clinocera,0.38,1,11,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,sm,surber,1,3,Clinocera,1.32,2,22,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,sm,surber,1,3,Dicranota,6.65,1,11,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,1,Helodon,0,2,22,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,sm,surber,1,1,Helodon,0,4,43,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,1,Non-Tanypodinae,0.16,2,22,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,sm,surber,1,1,Non-Tanypodinae,0.39,3,32,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,2,Non-Tanypodinae,0.47,6,65,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,sm,surber,1,2,Non-Tanypodinae,0.79,2,22,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,3,Non-Tanypodinae,47.13,3,32,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,sm,surber,1,3,Non-Tanypodinae,0.57,2,22,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,1,Oligochaeta,229.09,73,786,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,sm,surber,1,1,Oligochaeta,146.6,55,592,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,2,Oligochaeta,154.59,58,624,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,sm,surber,1,2,Oligochaeta,34.39,12,129,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,3,Oligochaeta,235.24,72,775,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,sm,surber,1,3,Oligochaeta,175.01,69,743,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,1,Rhyacophila ,1.63,1,11,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,2,Rhyacophila ,8.88,2,22,larval
Paintbrush Rock Glacier,PRG,Icy Seep,NA,2017,6-Aug-17,GTNP,lg,surber,1,3,Rhyacophila ,1.63,1,11,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Nematoda,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Nematoda,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Nematoda,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Nematoda,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Oligochaeta,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Oligochaeta,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Oligochaeta,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Hemiptera,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Hemiptera,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Hemiptera,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Hemiptera,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Clinocera,0.006165875,1,2,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Zapada,0.008460423,1,2,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Chironomidae,0.021445381,1,2,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Zapada,0.050767784,6,9,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Chironomidae,0.077545394,3,5,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Chironomidae,0.10386638,7,11,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Simuliidae,0.253151474,1,2,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Pentacora,0.270124991,1,2,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Simulium,0.374710352,2,3,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Simuliidae,0.506302949,2,3,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Epeorus,0.580294691,1,2,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Perlodidae,0.6003174,2,3,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Oligochaeta,0.716496172,1,2,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Non-Tany,0.741553705,7,13,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Collembola,0.763006817,1,2,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Non-Tany,1.020870338,29,45,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Perlodidae,1.245136804,3,5,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Epeorus,1.881668526,4,6,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Prosimulium,1.929740986,2,3,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Non-Tany,2.104789778,52,93,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Helodon,2.557602813,5,8,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Acari,3.639345634,2,3,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Collembola,4.19114255,1,2,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Baetidae,4.931052014,18,28,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Non-Tany,5.336339959,37,57,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Baetidae,11.33599777,14,22,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Epeorus,53.91337109,49,75,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Acari,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Acari,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Acari,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Allomyia,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Allomyia,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Allomyia,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Allomyia,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Alloperla,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Alloperla,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Alloperla,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Alloperla,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Clinocera,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Clinocera,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Clinocera,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Collembola,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Collembola,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Dicranota,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Dicranota,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Dicranota,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Dicranota,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Drunella ,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Drunella ,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Drunella ,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Drunella ,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Epeorus,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Helodon,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Helodon,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Helodon,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Lednia,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Lednia,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Lednia,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Lednia,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Lipogomphus,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Lipogomphus,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Lipogomphus,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Lipogomphus,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Megarcys,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Megarcys,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Megarcys,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Megarcys,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Parapsyche,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Parapsyche,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Parapsyche,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Parapsyche,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Pentacora,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Pentacora,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Pentacora,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Probezzia,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Probezzia,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Probezzia,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Probezzia,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Prosimulium,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Prosimulium,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Prosimulium,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Chironomidae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Simuliidae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Simuliidae,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Rhithrogena,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Rhithrogena,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Rhithrogena,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Rhithrogena,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Rhyacophila ,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Rhyacophila ,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Rhyacophila ,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Rhyacophila ,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Simulium,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Simulium,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Simulium,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Sphaeriidae,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Sphaeriidae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Sphaeriidae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Sphaeriidae,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Tipula,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Tipula,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Tipula,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Tipula,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Turbellaria,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Turbellaria,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Turbellaria,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Turbellaria,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Baetidae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Baetidae,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Chloroperlidae,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Chloroperlidae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Chloroperlidae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Chloroperlidae,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Empididae,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Empididae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Empididae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Empididae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Perlodidae,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Perlodidae,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,lg,Surber,7,,Trichoptera,0,0,0,larval
Petersen Glacier,PG,Glacier,lower,2015,4-Aug-15,GRTE,sm,Surber,7,,Trichoptera,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Trichoptera,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Trichoptera,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,lg,Surber,6,,Zapada,0,0,0,larval
Petersen Glacier,PG,Glacier,upper,2015,4-Aug-15,GRTE,sm,Surber,6,,Zapada,0,0,0,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,2Megarcys,141.93,1,4,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,1Megarcys,0.63,1,4,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,1Megarcys,4.42,7,25,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Acari,539.23,127,456,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Acari,67.93,16,57,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Allomyia,0.09,2,7,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Allomyia,0.38,1,4,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Cinygmula,1.79,1,4,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Cinygmula,18.56,4,14,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Clinocera,1.86,1,4,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Clinocera,8.23,4,14,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Drunella ,0.32,2,7,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Drunella ,0.08,1,4,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Gonomyodes,0.36,1,4,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Helodon,0,1,4,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Homophylax,0.27,2,7,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Chironomidae pupa,0.13,3,11,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Chironomidae pupa,0.22,3,11,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Non-Tanypodinae,7.19,84,301,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Non-Tanypodinae,144.36,387,1389,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Oligochaeta,15.19,2,7,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Ostracoda,0.8,1,4,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Probezzia,1.04,3,11,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Rhyacophila ,44.09,15,54,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Sweltsa,17.92,22,79,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,lg,surber,1,1,Sweltsa,89.59,69,248,larval
Silver Run Snowmelt,,,,2017,22-Jul-17,ABW,sm,surber,1,1,Zapada,6.84,28,100,larval
