Year,Park,Sampler,Stream,Rep,Fraction,Taxa,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,MeanLength(mm),IndBiomass(mg/ind),Subsample,Abundance ,Density,Biomass (mg/m2),Stage,Notes,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
2020,GRTE,Surber,Alaska Basin RG,1,Large,Cinygmula,4,6,5.25,6,,,,,,,,,,,,,,,,,5.3,2.38,,5,54,128,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Alaska Basin RG,1,Large,Non-Tanypodinae,4,4.25,3,2.5,2.25,3.5,4,4.25,,,,,,,,,,,,,3.5,0.02,,8,86,1.54,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Small,Non-Tanypodinae,5,3.75,4.25,3.25,5,2,5.5,3,3,4,4.75,5,3.25,5.5,4.5,3.5,5,4,4.25,4.5,4.2,0.03,,572,6157,180.82,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Small,Oligochaeta,5.5,4,3.25,4,3.5,2.75,6,5,6,5,,,,,,,,,,,4.5,0.36,,20,215,77.38,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Small,Nematoda,7,,,,,,,,,,,,,,,,,,,,7,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Small,Chironomidae Pupae,2.25,4,3,2,3.5,,,,,,,,,,,,,,,,3,,,5,54,0,Pupae,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Small,Chironomidae Adult,1.5,2,2,,,,,,,,,,,,,,,,,,1.8,,,3,32,0,Adult,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Small,Prosimuliium,7,6,5,6,4.5,5.5,6,6,4.75,4,,,,,,,,,,,5.5,0.37,,10,108,39.46,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Small,Helodon,3,3.5,4,3.25,3.25,3,3,4,,,,,,,,,,,,,3.4,0.11,,8,86,9.19,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Large,Homophylax,12.5,,,,,,,,,,,,,,,,,,,,12.5,6.64,,1,11,71.52,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Large,Non-Tanypodinae,5.5,3.75,5,4.5,3,3.5,5,5,4.25,5,4.25,4,4,4,4.5,4,4.75,2.5,5,4,4.3,0.03,,143,1539,49.08,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Large,Chironomidae Pupae,5,,,,,,,,,,,,,,,,,,,,5,,,1,11,0,Pupae,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Large,Prosimuliium,7.5,5.75,5.75,5.5,4.5,5.5,5.5,5.5,6.75,6.75,6,7.75,6.25,5,6,5.5,6.5,6.5,7,6,6.1,0.48,,38,409,195.46,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Large,Helodon,4,3.5,3.5,3.5,3.5,3.5,3.75,3.75,,,,,,,,,,,,,3.6,0.13,,8,86,11.03,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,3,Large,Sphaeridiinae,5.5,,,,,,,,,,,,,,,,,,,,5.5,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Small,Non-Tanypodinae,2,4.25,2,4,4,4,3,5,4.5,3.5,4,4,4,3.75,4,4.5,4,4,4.5,5.25,3.9,0.02,,466,5016,125.12,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Small,Chironomidae Pupae,2.5,2.5,3,3.25,3.25,3,3,3,,,,,,,,,,,,,2.9,,,8,86,0,Pupae,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Small,Acari,0.5,,,,,,,,,,,,,,,,,,,,0.5,0.15,,1,11,1.59,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Small,Oligochaeta,4.5,5,3,6.5,3,2.5,5,6,4,3,,,,,,,,,,,4.3,0.34,,17,183,62.12,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Small,Prosimuliium,5.5,5.5,6,6,6,5,4.5,4,7,5.75,5,5.75,5.75,6,5.5,4.75,5,4,5.5,7.25,5.5,0.37,,51,549,202.4,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Small,Helodon,3.75,2.5,2,3,3,2.5,3,3.5,2.25,,,,,,,,,,,,2.8,0.07,,9,97,6.62,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Large,Homophylax,13,9.5,14.5,,,,,,,,,,,,,,,,,,12.3,6.4,,3,32,206.56,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Large,Non-Tanypodinae,4,4.5,3.5,4,3,2,2.25,3.25,4,4.5,5,4,3.5,2.25,3.5,4.25,4,3.5,4,5,3.7,0.02,,92,990,21.16,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Large,Prosimuliium,6,6,6,6.25,6.5,5.5,6,6.5,5.5,5,5.5,6.75,4.75,6.5,5.75,7.5,6.25,7,6,5.5,6,0.47,,64,689,324.03,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Large,Helodon,3.25,3,4,2.75,,,,,,,,,,,,,,,,,3.3,0.1,,4,43,4.17,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,2,Large,Chironomidae Pupae,3.5,,,,,,,,,,,,,,,,,,,,3.5,,,1,11,0,Pupae,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Small,Chironomidae Adult,3,2,2.5,1.5,2.5,2,2,2.75,,,,,,,,,,,,,2.3,,,8,86,0,Adult,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Small,Non-Tanypodinae,2,2.75,3.75,4,5,4.25,5,4.5,4,4,5,2.25,4.25,4,2.25,5,3.5,4,3.5,4.5,3.9,0.02,,161,1733,42.09,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Small,Chironomidae Pupae,2.5,,,,,,,,,,,,,,,,,,,,2.5,,,1,11,0,Pupae,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Small,Helodon,3,,,,,,,,,,,,,,,,,,,,3,0.08,,1,11,0.85,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Small,Prosimuliium,4,4,,,,,,,,,,,,,,,,,,,4,0.16,,2,22,3.54,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Small,1Megarcys,6,,,,,,,,,,,,,,,,,,,,6,1.11,,1,11,11.97,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Large,Prosimuliium,5,6.25,4.5,5.75,5,4.75,4.5,5.25,5,4.25,,,,,,,,,,,5,0.29,,10,108,31.7,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Large,Simuliidae Pupae,4,,,,,,,,,,,,,,,,,,,,4,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Large,Non-Tanypodinae,4.5,3.5,4,5,4.5,4.25,5,4.5,3.5,4.5,4,3.5,4,4.25,4,4,4.25,4,4.25,2.5,4.1,0.03,,106,1141,32.4,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Grizzly,1,Large,Chironomidae Adult,1.5,,,,,,,,,,,,,,,,,,,,1.5,,,1,11,0,Adult,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Small,Prosimuliium,6,,,,,,,,,,,,,,,,,,,,6,0.46,,1,11,4.98,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Small,Non-Tanypodinae,5,5.5,2.5,2.75,3,5,3,7,2.5,3.75,3,3.5,3,3,2.25,6.5,4.25,2,3.5,5,3.8,0.02,,25,269,6.19,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Small,Chironomidae Adult,1.5,4,,,,,,,,,,,,,,,,,,,2.8,,,2,22,0,Adult,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Small,Chironomidae Pupae,5.75,2,,,,,,,,,,,,,,,,,,,3.9,,,2,22,0,Pupae,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Small,Lednia,6,,,,,,,,,,,,,,,,,,,,6,0.62,,1,11,6.63,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Large,Prosimuliium,6.5,5,5,,,,,,,,,,,,,,,,,,5.5,0.37,,3,32,11.97,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Large,Lednia,6,,,,,,,,,,,,,,,,,,,,6,0.62,,1,11,6.63,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Large,Allomyia,7,,,,,,,,,,,,,,,,,,,,7,0.61,,1,11,6.58,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Large,Tanypodinae,6,7,,,,,,,,,,,,,,,,,,,6.5,,,2,22,0,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,3,Large,Non-Tanypodinae,7,6.25,5,5,5.5,7.25,4,6.25,3,,,,,,,,,,,,5.5,0.06,,9,97,6.12,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,2,Small,Non-Tanypodinae,5,4.25,3,4,2.25,7,1,3.5,4,6,3,2,5,4,2,4.25,5,4,2.5,2,3.7,0.02,,62,667,14.13,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,2,Small,Rhyacophila Blarina,3,,,,,,,,,,,,,,,,,,,,3,0.15,,1,11,1.63,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,2,Small,Chironomidae Adult,2,1.25,,,,,,,,,,,,,,,,,,,1.6,,,2,22,0,Adult,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,2,Small,Prosimuliium,5.25,,,,,,,,,,,,,,,,,,,,5.3,0.33,,1,11,3.55,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,2,Large,Lednia,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,,1,11,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,2,Large,Non-Tanypodinae,5,2.5,3.5,6,3,7,5,5.5,5.5,5.25,2,3.5,5.5,5.5,5.25,6,,,,,4.8,0.04,,16,172,7.35,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,1,Small,Non-Tanypodinae,3.25,7.5,3.75,4,4.5,1.75,5,3.25,5.5,3.5,5,3.5,4.5,5,2.75,3.75,5.5,4.25,6,2.5,4.2,0.03,,100,1076,33.49,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,1,Small,Lednia,4.5,,,,,,,,,,,,,,,,,,,,4.5,0.29,,1,11,3.11,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,1,Small,Rhyacophila Ecosa Group,3.5,,,,,,,,,,,,,,,,,,,,3.5,0.22,,1,11,2.38,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,1,Large,Non-Tanypodinae,6.5,4.75,4.75,5.5,3.75,7.75,5.5,5,5,6.5,4.75,6,6.25,4.5,4,3.25,3.5,7.5,9,6,5.5,0.06,,42,452,28.79,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,1,Large,Agathon,4.5,,,,,,,,,,,,,,,,,,,,4.5,0.9,,1,11,9.74,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,1,Large,Chironomidae Adult,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,1,11,0,Adult,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,1,Large,Rhyacophila verrula Milne,9.5,10,11,,,,,,,,,,,,,,,,,,10.2,3.11,,3,32,100.59,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,1,Large,Rhyacophila hyalinata Banks,7.5,13,5,,,,,,,,,,,,,,,,,,8.5,2,,3,32,64.52,,,,,,,,,,,,,,,,,,,,,,
2020,GRTE,Surber,Skillet Glacier,1,Large,Rhyacophila Brannea/Venma Group,4.5,,,,,,,,,,,,,,,,,,,,4.5,0.41,,1,11,4.44,,,,,,,,,,,,,,,,,,,,,,
