Year,Date,Range,Sampler,Stream,Rep,Fraction,Subsample,Taxa,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,MeanLength(mm),IndBiomass(mg/ind),Subsample,MeanLength_mm,Abundance ,Density,Biomass_mg_m2,Stage,Notes,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Heterocloeon,4,5,4,4.5,4,3,5,,,,,,,,,,,,,,,,,4.2,7,75,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Baetis,6,,,,,,,,,,,,,,,,,,,,,,,6,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Rhyacophila blarina,7,,,,,,,,,,,,,,,,,,,,,,,7,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Zapada,6,6,6,6,6,6,3,3.5,6.5,5.5,6,7,6.5,5.5,5.5,4.5,6.5,5,5.5,6,,,,5.6,42,452,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Lednia,5.5,5,5,4.5,5,5,5,5.5,5.5,5.5,6,5,5,6,5.5,5.5,5,,,,,,,5.3,17,183,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Non-Tanypodinae,1.5,2.5,3,7,1.5,3,2,2,5,3,2.5,4,5,3,3,2.5,4,6,3.5,2.5,,,,3.3,63,678,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Oligochaeta,3,2,,,,,,,,,,,,,,,,,,,,,,2.5,2,22,,,,0.25,0.25,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Prosimuliium,6.5,,,,,,,,,,,,,,,,,,,,,,,6.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Megarcys,4.5,4,,,,,,,,,,,,,,,,,,,,,,4.3,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Heterocloeon,3,3,4.5,3.5,4,4,3,4,3,,,,,,,,,,,,,,,3.6,9,97,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Cinygmula,6,3.5,4,5,2,5.5,3.5,3,5,4.5,5,3,2,,,,,,,,,,,4,13,140,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Homophylax,2,,,,,,,,,,,,,,,,,,,,,,,2,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Sweltsa,4,4,3,4,4,4.5,2,4,2.5,3,2,,,,,,,,,,,,,3.4,11,118,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Epeorus,5,,,,,,,,,,,,,,,,,,,,,,,5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Celina,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Collembola,1.5,,,,,,,,,,,,,,,,,,,,,,,1.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Rhyacophila Coloradensis Group,2,3.5,3.5,4,4.5,5,3,,,,,,,,,,,,,,,,,3.6,7,75,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Rhyacophila Vagrita Group,3.5,,,,,,,,,,,,,,,,,,,,,,,3.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Small,1,Zapada,3.5,3.5,3,3,3,3.5,3,3,2.5,3.5,3,2,2.5,3,3,2,3,2,,,,,,2.9,18,194,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Tipula,16,15,14,13,18,17,13,12,,,,,,,,,,,,,,,,14.8,8,86,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Epeorus,5.5,5.5,6,6,4.5,5.5,4,6,7,8,6.5,6,5,6,7,6,6,6.5,5,7,,,,6,28,301,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Sweltsa,6,4.5,5.5,5.5,7,6,6.5,6,,,,,,,,,,,,,,,,5.9,8,86,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Non-Tanypodinae,2,4,6.5,3,3,7,8.5,9,7,8.5,5,6,7.5,8,6,9,7,3,8,7,,,,6.3,21,226,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Cinygmula,4,7,5,5.5,6.5,6,5,5.5,7,5,6.5,6.5,6.5,6.5,6,,,,,,,,,5.9,15,161,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Heterocloeon,5.5,3,5.5,5.5,5,,,,,,,,,,,,,,,,,,,4.9,5,54,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Megarcys,4,5,4.5,,,,,,,,,,,,,,,,,,,,,4.5,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Megarcys,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Clinocera,5,,,,,,,,,,,,,,,,,,,,,,,5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Drunella,8,7.5,,,,,,,,,,,,,,,,,,,,,,7.8,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Rithrogena,8.5,,,,,,,,,,,,,,,,,,,,,,,8.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Rhyacophila Coloradensis Group,9,4,,,,,,,,,,,,,,,,,,,,,,6.5,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Prosimuliium,8,,,,,,,,,,,,,,,,,,,,,,,8,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Rhyacophila Vetina Complex,6,,,,,,,,,,,,,,,,,,,,,,,6,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,3,Large,1,Zapada,3,,,,,,,,,,,,,,,,,,,,,,,3,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Non-Tanypodinae,3.5,2.5,2,2,3,2.5,2,5,4,3,3,4,2.5,2.5,3,3.5,3.5,3,3,1.5,,,,3,27,291,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Heterocloeon,3,4,,,,,,,,,,,,,,,,,,,,,,3.5,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Bezzia,5.5,,,,,,,,,,,,,,,,,,,,,,,5.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Cinygmula,2.5,2,,,,,,,,,,,,,,,,,,,,,,2.3,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Sweltsa,6,3,2.5,2,2,,,,,,,,,,,,,,,,,,,3.1,5,54,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Acari,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Epeorus,5,3.5,,,,,,,,,,,,,,,,,,,,,,4.3,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Zapada,3.5,3,2,3,,,,,,,,,,,,,,,,,,,,2.9,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Small,1,Celina,3,,,,,,,,,,,,,,,,,,,,,,,3,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Tipula,19,15,14,13,17,15,12,18,15,13.5,13,13,6.5,,,,,,,,,,,14.2,13,140,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Homophylax,9,,,,,,,,,,,,,,,,,,,,,,,9,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Epeorus,5,5,4.5,7,5,5,5,5,5,5,4.5,4.5,5,6,5,6,6,6,4,5.5,,,,5.2,56,603,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Cinygmula,7,7,6,6,8,7,7,6,5.5,7,5,8,4,6,6,6,5,6.5,5.5,7,,,,6.3,31,334,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Glossosoma,8,8,8,,,,,,,,,,,,,,,,,,,,,8,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Megarcys,5,,,,,,,,,,,,,,,,,,,,,,,5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Non-Tanypodinae,4,2.5,7,2.5,3,2.5,8,3,2.5,4,2,2,3,4,3,3,2,8,,,,,,3.7,18,194,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Baetis,9,,,,,,,,,,,,,,,,,,,,,,,9,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Sweltsa,6,5.5,5.5,9,5,5,6,3.5,3,3,3.5,7,5,3,3.5,,,,,,,,,4.9,15,161,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Heterocloeon,5,4,4.5,2.5,5.5,5,,,,,,,,,,,,,,,,,,4.4,6,65,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Oligochaeta,3,,,,,,,,,,,,,,,,,,,,,,,3,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Rhyacophila Coloradensis Group,3,4,3,,,,,,,,,,,,,,,,,,,,,3.3,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,2,Large,1,Rithrogena,10.5,9,8,,,,,,,,,,,,,,,,,,,,,9.2,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Cinygmula,3.5,3.5,3,3,2.5,4.5,,,,,,,,,,,,,,,,,,3.3,6,65,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Non-Tanypodinae,3.5,3.5,2,3,4,4,1.5,3,2,2.5,9,3,2.5,2.5,3.5,3.5,3,3.5,1.5,2,,,,3.2,55,592,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Heterocloeon,4,4,4,3,3,4,3,3,4,3,,,,,,,,,,,,,,3.5,10,108,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Sweltsa,3.5,7,6,4,3,3,2.5,4.5,,,,,,,,,,,,,,,,4.2,8,86,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,5,54,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Megarcys,5,4,5,6,,,,,,,,,,,,,,,,,,,,5,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Rhyacophila Coloradensis Group,4,4,4,2,,,,,,,,,,,,,,,,,,,,3.5,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Prosimuliium,5.5,4.5,4,,,,,,,,,,,,,,,,,,,,,4.7,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Rithrogena,3,2,2.5,3,2.5,,,,,,,,,,,,,,,,,,,2.6,5,54,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Clinocera,4.5,,,,,,,,,,,,,,,,,,,,,,,4.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Allomyia,3.5,,,,,,,,,,,,,,,,,,,,,,,3.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Homophylax,2.5,,,,,,,,,,,,,,,,,,,,,,,2.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Staphylinidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Zapada,6,3,2.5,3,3,2.5,2.5,3,3,3,3.5,3,3,3,,,,,,,,,,3.1,14,151,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Small,1,Celina,5,2,,,,,,,,,,,,,,,,,,,,,,3.5,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Tipula,14,13,19,18,14,13,11,18,18,15,7,,,,,,,,,,,,,14.5,11,118,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Cinygmula,7,6,7.5,8,5,6.5,6.5,6,6.5,6,7,6.5,6,5.5,5.5,7,6,5.5,4.5,7.5,,,,6.3,47,506,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Epeorus,6,5.5,6,5,6.5,6.5,4,6.5,6.5,7,5.5,6.5,7,5,6,6,5,5,4.5,5.5,,,,5.8,22,237,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Drunella,6,6.5,,,,,,,,,,,,,,,,,,,,,,6.3,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Heterocloeon,6,4,6,5,5,4.5,,,,,,,,,,,,,,,,,,5.1,6,65,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Homophylax,8.5,,,,,,,,,,,,,,,,,,,,,,,8.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Sweltsa,5,6,5,5.5,4.5,6,4,6,5,7,3.5,4,5.5,5,9,4,5,4,6,3.5,,,,5.2,27,291,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Megarcys,5.5,5,3,4,4,5,4,5.5,,,,,,,,,,,,,,,,4.5,8,86,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Non-Tanypodinae,6,9,4.5,8,8,7,7,3,6.5,7.5,4.5,4,7,9.5,6.5,4.5,8,3,2.5,4.5,,,,6,35,377,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Prosimuliium,8,,,,,,,,,,,,,,,,,,,,,,,8,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Collembola,2.5,,,,,,,,,,,,,,,,,,,,,,,2.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Rhyacophila Alberta Group,10,12,,,,,,,,,,,,,,,,,,,,,,11,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Rhyacophila Coloradensis Group,8,9,4.5,5,,,,,,,,,,,,,,,,,,,,6.6,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,SF Teton Creek,1,Large,1,Zapada,3,3,,,,,,,,,,,,,,,,,,,,,,3,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Small,1,Non-Tanypodinae,4,3,5,3.5,2,1.5,3.5,2,3.5,2.5,4,2,2.5,3,2.5,2,3,1.5,3.5,2.5,,,,2.9,120,1292,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,4,43,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Small,1,Collembola,1.5,,,,,,,,,,,,,,,,,,,,,,,1.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Small,1,Helodon,3,,,,,,,,,,,,,,,,,,,,,,,3,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Small,1,Prosimuliium,3,,,,,,,,,,,,,,,,,,,,,,,3,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Small,1,Acari,1,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Large,1,Dicranota,8,,,,,,,,,,,,,,,,,,,,,,,8,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Large,1,Non-Tanypodinae,5.5,3,3.5,5,4,7,3,8,6,3.5,5.5,4.5,5.5,3.5,2,5,5,2.5,5,3,,,,4.5,76,818,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Large,1,Homophylax,11,7,,,,,,,,,,,,,,,,,,,,,,9,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Large,1,Prosimuliium,6,6,4,6,,,,,,,,,,,,,,,,,,,,5.5,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,3,Large,1,Pycnopsyche,10,,,,,,,,,,,,,,,,,,,,,,,10,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,2,Small,1,Non-Tanypodinae,2.5,1.5,1.5,2,3,1.5,2,1.5,2,2.5,3,3,2,2.5,2,1.5,2.5,3.5,2,2,,,,2.2,30,323,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,2,Large,1,Non-Tanypodinae,5,3.5,4,6,5,4.5,2,2,,,,,,,,,,,,,,,,4,8,86,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,2,Large,1,Homophylax,11,11,5,15,,,,,,,,,,,,,,,,,,,,10.5,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Small,1,Non-Tanypodinae,3,2,3,2.5,2.5,2,3,3.5,5,1.5,2,1,1.5,2,3.5,4,3,3,4,1.5,,,,2.7,68,732,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Small,1,Prosimuliium,5,5,5,,,,,,,,,,,,,,,,,,,,,5,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Small,1,Oligochaeta,3,4,3,3,,,,,,,,,,,,,,,,,,,,3.3,4,43,,,,0.25,0.25,0.25,0.25,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Small,1,Helodon,2,,,,,,,,,,,,,,,,,,,,,,,2,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Large,1,Non-Tanypodinae,6,6,5.5,3,5,4,7,5,4,4.5,6.5,4,3.5,3,5.5,6,5,4,2,5,,,,4.7,34,366,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Large,1,Dicranota,8.5,,,,,,,,,,,,,,,,,,,,,,,8.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Large,1,Prosimuliium,7.5,6.5,6,,,,,,,,,,,,,,,,,,,,,6.7,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Large,1,Collembola,1.5,,,,,,,,,,,,,,,,,,,,,,,1.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Large,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Grizzly,1,Large,1,Rhyacophila Alberta Group,14,13.5,10,,,,,,,,,,,,,,,,,,,,,12.5,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Small,1,Non-Tanypodinae,3.5,4,2,1,2.5,2,3.5,4,2,3,2.5,4,3,3.5,2,4,3,1.5,3,2,,,,2.8,88,947,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,6,65,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Small,1,Rhyacophila Rotunda Group,4,5,1.5,,,,,,,,,,,,,,,,,,,,,3.5,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Small,1,Acari,1,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Small,1,Zapada,1.5,3,2,3.5,2,2,4,2,2,3,4,3.5,2,3,4,3.5,3,2.5,,,,,,2.8,18,194,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Large,1,Non-Tanypodinae,7,3,3,3.5,3.5,6,4,4,5,8,2,4,2.5,2,3,4,7,5,2,6,,,,4.2,127,1367,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Large,1,Megarcys,17,5,6,5,7,7,5,4.5,4,6,6,,,,,,,,,,,,,6.6,11,118,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,5,54,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Large,1,Rhyacophila Rotunda Group,10,14,4,5,4.5,4,,,,,,,,,,,,,,,,,,6.9,6,65,,,,,,,,,,,,,,,,,,,,,,,
